"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"2093",0.4951,0.4467,0.3021,1.2124,0.3903,0.1715,0.2928,0.1882,0.2164,0.1875,0.1546,0.2712,0.1638,0.2461,0.7454,1.1883,0.3109,0.3034,0.2917,0.7078,1.3638,0.4843,0.3163,0.0753,0.2871,0.2413,0.1518,0.3545,0.5021,0.3064,0.6068,0.6515,0.2977,1.0841,0.4483,0.8057,0.09,0.4861,0.7296,0.6712,0.3867,0.3739,0.4648,0.5018,0.7125,0.8874,0.2531,1.7982,0.6489,1.5579,1.2199,1.269,0.5248,3.6274,1.1945,2.5903,0.151,0.1212,0.696,2.0854,0.2617,1.4138,0.239,0.7201
"2094",0.2735,0.2594,0.2488,0.3089,0.8451,0.1454,0.2651,0.2751,0.1087,0.1446,0.1298,0.0985,0.2134,0.0189,0.2185,0.1946,0.1483,0.0561,0.0492,0.0705,0.1899,0.0262,0.0342,0.0137,0.0326,0.0371,0.0332,0.1461,0.1273,0.1377,0.1449,0.2735,0.4352,0.5517,0.2714,0.1687,0.2114,0.5483,0.1597,0.0909,0.1903,0.3412,0.1549,0.3278,0.1856,0.0399,0.0918,0.1256,0.2571,0.1264,0.1445,0.104,0.5809,0.3249,0.2514,0.3565,0.4669,0.3478,0.2087,0.3127,0.3829,0.4504,0.4571,0.1276
"2095",0.1799,0.149,0.1877,0.5447,0.0965,0.199,0.2548,0.4525,0.3136,0.1172,0.111,0.201,0.2464,0.0757,0.1434,0.1365,0.3704,0.0949,0.0887,0.0844,0.0965,0.0843,0.0292,0.177,0.0242,0.1041,0.0532,0.0543,0.0495,0.0336,0.0462,0.2568,0.2539,0.1619,0.1106,0.0312,0.2652,0.0794,0.0992,0.0841,0.1138,0.2072,0.1324,0.252,0.3208,0.0766,0.173,0.072,0.1445,0.1338,0.2406,0.0681,0.2514,0.2735,0.0525,0.1709,0.1511,0.1701,0.1202,0.2889,0.3216,0.1848,0.2525,0.184
"2096",0.1442,0.2023,0.3111,0.261,0.1835,0.1667,0.3598,0.2389,0.1066,0.1223,0.179,0.1116,0.2652,0.0735,0.0986,0.1293,0.0958,0.0993,0.0913,0.1199,0.0663,0.0906,0.0894,0.046,0.0476,0.0466,0.053,0.076,0.1011,0.0682,0.1009,0.1586,0.1918,0.2421,0.0584,0.0445,0.1763,0.1853,0.1097,0.1303,0.0701,0.1295,0.0792,0.1675,0.1843,0.2081,0.2868,0.1124,0.164,0.1398,0.6719,0.112,0.1827,0.1862,0.63,0.1892,0.1922,0.1846,0.1819,0.3168,0.3657,0.1339,0.219,0.1452
"2097",0.6117,0.6651,0.5913,0.2893,0.2473,0.4053,0.4216,0.6016,0.4966,0.2289,0.224,0.2265,0.6015,0.1108,0.9654,0.6085,0.51,0.173,0.164,0.1583,0.4292,0.2561,0.0734,0.8788,0.3739,0.3344,0.3965,1.0485,0.5661,1.4729,0.8681,0.4113,0.507,0.3691,0.3277,0.1703,0.2999,0.5079,0.1015,0.1774,0.2182,0.2133,0.1755,0.563,0.3226,0.0995,0.156,0.6013,0.4484,0.2121,0.4729,0.1744,0.4866,0.8648,0.613,0.9494,0.5283,0.6201,0.3623,0.3552,0.4059,0.4047,0.7046,0.3132
"2098",0.3973,0.7227,0.668,1.2395,0.1789,0.2958,0.3363,0.7599,0.5597,0.222,0.2893,0.3315,0.3693,0.2168,0.6932,2.1191,0.5834,0.3757,0.3574,0.3229,1.836,0.3955,0.1431,0.2649,0.5087,0.6962,1.4587,0.9295,0.5875,0.8367,0.7493,0.3641,0.4854,0.3253,0.5186,0.2665,0.1451,0.3341,0.3599,0.3199,0.4339,0.5163,0.1346,0.2002,0.4041,0.1258,0.3386,0.5625,0.5492,0.7352,1.079,0.6009,0.4546,0.9905,0.5577,0.6061,0.319,0.2342,0.2521,0.3757,0.3786,1.4036,0.3995,0.4616
"2099",4.0127,2.2258,4.5947,2.4873,1.4997,3.8478,1.2285,6.8784,4.9789,0.8204,5.4688,4.9526,5.1949,0.4722,1.0988,0.5356,1.965,0.5629,0.52,0.353,1.1383,1.6398,0.9956,0.3085,0.5628,0.3761,0.2355,0.8078,0.2525,1.3551,0.9512,1.8171,0.2143,0.3044,0.7676,0.339,0.372,0.7371,0.143,1.6297,0.5536,0.7599,0.532,1.0869,0.7451,0.3712,0.4039,0.4776,0.8466,0.4827,0.8276,0.2523,0.7018,4.5416,1.7156,1.6124,1.6113,0.7332,0.7834,0.3509,0.5521,1.6065,0.9729,0.2735
"2100",0.5653,0.4778,0.5211,0.3053,0.4446,0.6534,0.6629,0.2908,0.2618,0.311,0.5072,0.8555,0.1233,0.5932,0.4321,0.416,0.1873,0.5266,0.5066,0.264,0.0514,0.2751,0.4959,0.2679,0.247,0.3035,0.1791,0.2046,0.5762,0.4555,0.3618,0.4145,0.5204,0.3591,0.0756,0.2004,0.2804,0.3648,0.3001,0.4435,0.284,0.4541,0.0712,0.1176,0.258,0.1821,0.2144,0.3639,0.4635,0.1511,0.5178,0.033,0.2464,0.2574,0.4537,0.2216,0.1654,0.2418,0.4434,0.4527,0.4316,0.1799,0.4333,0.2851
"2101",0.4465,0.2539,0.3188,0.7369,0.1823,0.127,0.4137,0.1946,0.1819,0.1373,0.2168,0.1327,0.1635,0.0361,0.1702,0.3002,0.1627,0.0969,0.095,0.2565,0.0639,0.0817,0.0286,0.1391,0.1166,0.0993,0.106,0.1162,0.0833,0.1418,0.168,0.3155,0.7801,0.3357,0.1377,0.1437,0.9406,0.2468,0.4604,0.2613,0.2205,0.3881,0.1802,0.189,0.1928,0.0437,0.1891,0.099,0.204,0.1671,0.4244,0.1452,0.5533,0.2755,0.22,0.2019,0.2496,0.25,0.1547,0.3111,0.2667,0.1922,0.1778,0.1699
"2102",0.3491,0.2036,0.1955,0.7807,1.0379,0.6034,0.8206,1.0636,0.7135,0.8801,0.8636,0.5102,1.5525,1.1959,0.2147,0.1918,0.3321,1.3186,1.1418,1.495,0.1863,0.9369,1.3974,0.9638,1.1785,0.7375,1.0367,0.2435,0.2732,0.2323,0.1188,0.4621,0.2931,0.7008,1.123,1.8727,1.1814,1.1312,1.6941,1.5795,0.6403,1.1776,2.0102,1.5458,1.487,2.4103,0.8943,1.7497,0.8928,1.7041,0.5877,1.3034,0.5038,0.2154,0.2396,0.3252,1.7154,0.1114,1.6189,1.675,0.7329,0.5769,2.9831,2.0915
"2103",0.2755,0.3853,0.5207,0.7182,0.3313,0.438,0.4769,0.7212,0.7154,0.3231,0.3658,0.3986,0.6606,0.1364,0.0676,0.2005,0.7633,0.1814,0.1607,0.3538,0.5199,0.1021,0.1109,0.3929,0.4471,0.5118,0.5031,0.2946,0.3591,0.4214,0.2016,0.4866,0.3883,0.3877,0.5129,0.3087,0.4734,0.2975,0.6894,0.5901,0.4839,0.4349,0.4415,0.7929,0.502,0.1582,0.1651,0.3149,0.3618,0.3775,0.3569,0.3953,0.6361,0.1987,0.5927,0.5276,0.2439,0.9812,0.3915,0.4116,0.6525,0.498,0.196,0.1145
"2104",0.6369,0.5208,0.6399,0.4483,0.5087,0.3045,0.3388,0.5856,0.2001,0.2457,0.2731,0.2082,0.477,0.119,0.8971,0.5593,0.3046,0.419,0.393,0.1776,0.3504,0.7195,0.2997,0.5832,0.3775,0.3981,0.1831,0.7759,0.6152,0.7099,0.9676,1.1856,0.6475,0.7166,0.8686,1.1471,0.5759,1.3367,0.1814,1.2159,1.034,0.6345,0.8615,0.8878,0.3805,0.2161,0.3897,0.2763,0.7895,0.2057,0.8455,0.1512,0.5333,1.256,0.4213,0.6715,0.5113,0.1948,0.2539,0.3654,0.336,0.3053,0.536,0.1852
"2105",0.1225,0.4005,0.3576,0.3746,0.1021,0.1209,0.3087,0.3691,0.1629,0.1503,0.2223,0.1479,0.3861,0.2826,0.6661,0.3437,0.5666,0.1753,0.1635,0.2011,0.1881,0.3826,0.2044,0.0563,0.0758,0.1117,0.1249,0.1463,0.2082,0.3302,0.1661,1.0388,0.3286,0.3263,0.1408,0.0577,0.1399,0.8915,0.4311,0.1105,0.0559,0.0924,0.1129,0.4954,0.4106,0.2614,0.2156,0.2205,0.5253,0.2928,2.2559,0.1976,0.4994,0.3165,0.3103,0.482,0.5592,0.1001,0.735,0.5656,0.5653,0.5696,0.7386,0.5026
"2106",0.6164,0.513,0.7174,0.4222,0.4215,0.5221,0.3856,0.4781,0.6119,0.2958,0.4172,0.4209,0.1927,1.1167,0.5435,0.7799,0.2826,0.7865,0.7115,0.5577,0.621,0.4311,0.5158,0.2118,0.4828,0.3256,0.2007,0.2088,0.7692,0.5381,0.486,0.4848,0.5706,0.3672,0.2192,0.3945,0.2071,0.2416,0.2656,0.608,0.2575,0.2158,0.1551,0.1766,0.3196,0.2486,0.1659,0.5111,0.5323,0.1902,0.7951,0.0844,0.5101,0.6622,0.4468,0.4625,0.0923,0.1656,0.3309,0.3924,0.2319,0.1971,0.6392,0.2677
"2107",0.3193,0.2873,0.2287,0.3108,0.3049,0.3285,0.3959,0.3283,0.2008,0.1891,0.2089,0.208,0.3824,0.1627,0.1963,0.1698,0.4855,0.2084,0.1968,0.3635,0.0499,0.1441,0.2014,0.3971,0.2234,0.1295,0.2942,0.5017,0.1929,0.2924,0.2746,0.2126,0.1274,0.2545,0.3563,0.3802,0.213,0.2113,0.366,0.3302,0.2012,0.5496,0.5823,0.3619,0.3181,0.1839,0.1509,0.4751,0.3644,0.247,0.2714,0.176,0.1516,0.1971,0.4033,0.2083,0.4158,0.1993,0.1938,0.3609,0.3357,0.232,0.3854,0.2346
"2108",0.2621,0.5083,1.0139,0.4373,0.1909,0.3379,0.3723,0.3983,0.3839,0.3234,0.264,0.2547,0.7057,0.426,0.158,0.4189,0.9755,0.2212,0.1889,0.4116,0.4702,0.2137,0.2093,0.3663,0.3442,0.4005,0.2927,0.0935,0.3791,0.2338,0.2931,0.5491,0.314,0.2555,0.1157,0.3548,0.2346,0.3967,0.5352,0.1916,0.3732,0.3396,0.1879,0.4867,0.3132,0.5953,0.1822,0.3314,0.4692,0.2859,0.1307,0.3899,0.4266,0.1271,0.3349,0.1633,0.3503,0.3273,0.3046,0.3087,0.5732,0.3031,0.3025,0.187
"2109",0.4016,0.516,1.1065,2.0384,0.225,0.376,0.4214,0.7728,0.3617,0.2078,0.3778,0.323,0.5012,0.2758,0.1785,0.4371,0.936,0.403,0.3698,0.4855,0.6253,0.4281,0.2941,0.747,0.7805,0.8399,1.6558,0.2734,0.6858,0.5871,0.9365,0.8939,0.3677,0.4068,0.5408,0.4396,0.335,0.4328,0.6762,0.3826,0.4079,0.4022,0.4534,0.3918,0.2909,0.8101,0.7619,0.2945,0.5497,0.822,1.0204,0.9353,0.8265,0.1721,0.5885,0.2697,0.3828,0.1983,0.4899,0.5601,0.6465,0.8339,0.4224,0.2867
"2110",0.9203,0.8436,0.8773,0.3487,0.3717,0.4646,0.5135,0.508,0.6706,0.2272,0.5233,0.2073,0.7815,0.0814,0.5288,0.1837,1.4942,0.1157,0.1105,0.4262,0.5511,0.1113,0.0928,0.8597,0.4651,0.3154,0.214,0.475,0.323,0.4734,0.4351,0.5753,0.4125,0.3462,0.3953,0.307,0.5855,0.6322,0.3119,1.2695,0.3823,0.2013,0.4699,0.5004,0.4286,0.1376,0.3251,0.2224,0.3427,0.4309,0.5492,0.1676,1.6519,0.5368,1.2287,0.6194,0.5637,0.5391,0.5987,0.2565,0.7489,0.5978,0.3728,0.0996
"2111",0.5906,1.1435,1.7948,1.4367,0.9778,1.1467,0.6054,1.4098,0.9388,0.7502,1.3292,0.7339,1.1333,0.0847,0.4615,0.314,1.5067,0.1873,0.1899,0.2959,1.2029,0.2275,0.2179,0.5645,0.4642,0.4488,0.3092,0.6448,0.5764,0.7276,0.5401,1.1532,0.6244,0.6496,0.5186,0.4209,0.5393,1.0901,0.7424,0.481,0.4421,0.518,0.4983,0.6555,0.5183,0.2721,0.2914,0.614,0.7138,0.5395,0.5181,0.4985,0.8441,0.4624,0.4402,0.7418,1.0879,0.4901,0.7418,0.4677,0.8098,1.5658,0.9566,0.2228
"2112",0.2802,0.9162,0.396,0.2119,0.2093,0.3067,0.229,0.3518,0.3866,0.2251,0.1858,0.2163,0.5205,0.1184,0.2421,0.3981,1.6046,0.4307,0.3616,0.1868,0.63,0.7727,0.5444,0.4059,0.6596,0.2476,0.2349,1.0948,0.6476,0.5293,0.219,0.3008,0.3071,0.4201,0.8102,0.3103,0.4596,0.671,0.3828,0.2259,0.506,0.1517,0.2782,0.3429,0.789,0.5874,0.6942,0.7128,0.4264,0.9455,0.1927,0.4095,0.6418,0.3159,0.2794,0.4754,0.4019,0.5836,0.3888,0.3135,0.5843,1.6873,0.2027,0.5982
"2113",2.2685,1.8614,0.9493,1.5413,0.7306,0.9505,0.3566,1.5748,2.4201,0.4969,0.5135,0.7983,1.4835,0.169,1.0903,0.7222,1.969,1.0378,0.9769,0.5165,1.3431,0.6969,0.2032,0.5864,1.0989,0.8793,0.7984,4.0486,1.1326,1.8435,1.0959,0.6834,1.4507,1.2476,0.9964,0.61,1.4786,0.8782,0.8315,0.7889,0.6403,1.1417,1.3421,0.7718,0.607,0.3095,0.6532,0.6868,0.6005,0.4528,0.3857,0.3457,1.2875,1.6633,1.0121,1.7207,0.8317,1.4248,0.5968,0.5329,0.7223,1.7166,0.1883,0.8843
"2114",0.3018,0.3626,0.292,0.7174,0.255,0.1769,0.2381,0.2718,0.1727,0.1362,0.087,0.1023,0.257,0.2038,0.2691,0.3418,0.8312,0.1812,0.1767,0.4383,0.2419,0.0974,0.1422,0.2719,0.135,0.1438,0.2557,0.3786,0.1368,0.1829,0.2083,0.3052,0.5772,0.3017,0.5326,0.9161,0.4796,0.4543,0.4687,0.4328,0.4327,0.8299,0.5503,0.4125,0.4394,0.1994,0.2975,0.6252,0.5416,0.3861,0.4641,0.5551,0.3925,0.2984,0.7972,0.3147,0.5413,0.1786,0.231,0.3274,0.4325,0.3771,0.2339,0.1927
"2115",0.2571,0.3969,0.2257,0.889,0.3096,0.2133,0.2865,0.1826,0.1405,0.1587,0.08,0.1163,0.2818,0.1276,0.1776,0.1932,0.6462,0.0708,0.0671,0.5637,0.1069,0.1145,0.1067,0.0829,0.3065,0.2756,0.0483,0.5145,0.2132,0.3992,0.5695,0.2969,0.4504,0.7336,0.2343,0.4105,0.3934,0.3872,0.2746,1.1196,0.2063,0.1923,0.2726,0.5917,0.3929,0.3694,0.3936,0.3153,0.739,0.9208,0.436,0.8134,0.6161,0.4901,1.1239,0.3115,0.4713,0.2866,0.2322,11.24,0.3941,0.4934,0.2047,0.3775
"2116",0.7661,0.931,0.4982,0.4533,0.335,0.4449,0.2836,0.4885,0.3384,0.1575,0.1967,0.1566,0.4409,0.3164,0.8838,0.7082,0.9425,0.4856,0.4747,0.4998,0.8907,0.3257,0.3712,1.3561,1.4869,0.9644,1.0306,2.8224,0.5591,1.3475,1.0779,0.8998,0.4133,0.7246,1.2719,0.871,0.6424,0.8235,0.7316,1.2051,0.686,0.9053,0.6781,1.1315,0.8049,0.401,0.3129,0.9461,0.942,0.7918,0.4083,0.4314,0.382,0.7211,0.5178,0.5564,0.6624,0.2721,0.2525,0.3269,0.5313,0.4427,0.39,0.1633
"2117",2.1497,3.8343,2.2184,1.1216,1.4544,1.2627,3.1092,2.9731,0.7911,0.4835,1.547,2.4228,2.4237,3.4649,4.5173,1.5109,1.057,2.9669,3.05,1.8654,1.7837,2.7164,2.9468,0.3547,0.4708,1.5847,1.1097,1.0949,0.9693,1.7144,1.3439,1.9716,1.4368,0.7156,0.7282,0.3956,0.6067,1.1465,0.39,0.7112,0.8073,0.6919,0.7823,2.3926,1.825,1.5567,0.8214,0.9812,1.662,1.5451,0.9135,0.971,0.4872,1.0675,0.5468,0.9848,0.4781,0.2245,0.3936,1.1015,0.8427,0.5271,0.5605,0.8338
"2118",0.1589,0.2606,0.2854,0.581,0.2194,0.121,0.3738,0.2721,0.1503,0.1223,0.1681,0.1456,0.2846,0.1023,0.447,0.7918,0.2948,0.1861,0.1691,0.1432,0.0542,0.2674,0.1026,0.5306,0.2057,0.5751,0.4233,0.5774,0.3257,0.4187,0.9323,0.4511,0.288,0.3392,0.1682,0.0862,0.0926,0.3138,0.0682,0.1468,0.1244,0.2381,0.1786,0.244,0.3713,0.1361,0.1826,0.2511,0.367,0.135,0.3668,0.1487,0.4695,0.33,0.235,0.2514,0.3739,0.2081,0.1749,0.2938,0.2217,0.2907,0.1257,0.0869
"2119",0.2334,0.5498,0.5635,0.2434,0.1582,0.1841,0.3543,0.4175,0.1391,0.4137,0.1232,0.4703,0.4801,0.1327,1.5319,2.1377,0.5531,0.2162,0.2043,0.0933,1.1499,0.0892,0.0731,0.0914,0.072,0.1603,0.1077,0.3915,0.34,0.3674,0.2952,0.3762,0.4216,0.3526,0.0912,0.0615,0.2487,0.2,0.1732,0.1853,0.1204,0.0697,0.152,0.571,0.21,0.0965,0.1665,0.1952,0.1533,0.1125,0.5358,0.0312,0.5167,0.4681,0.529,0.5675,0.3831,0.199,0.87,0.3646,0.5268,0.4839,0.5086,0.4508
"2120",0.7265,0.9257,0.5651,0.5723,0.4303,0.4428,0.3464,0.9291,0.4982,0.2674,0.2521,0.2298,0.7804,0.297,0.5842,0.6654,1.816,0.8371,0.7513,0.2545,1.0361,1.4094,1.2084,0.2637,0.6082,0.281,0.2531,1.0482,0.4572,0.675,0.293,0.8147,0.5381,0.7288,1.0664,0.7424,0.7436,1.1753,0.8879,0.4152,0.7115,1.1443,0.7943,0.5738,0.9873,1.263,0.9761,0.7127,1.3842,0.8762,0.4298,0.9432,0.5154,0.7443,0.8338,1.1082,1.4174,0.6589,0.8966,0.535,0.4188,1.9031,1.2102,0.6572
"2121",0.433,0.7543,0.2635,0.8782,0.2737,0.216,0.2597,0.3237,0.3212,0.176,0.3045,0.2453,0.3818,0.0723,0.9572,0.91,0.5509,0.1741,0.1466,0.1086,0.5866,0.106,0.0482,0.2912,0.3383,0.5289,0.5418,0.6469,0.1474,0.4653,0.6309,0.6975,0.4585,0.4989,0.2551,0.3428,0.1489,0.5915,0.205,0.4249,0.3332,0.2817,0.635,0.2193,0.3035,0.0853,0.1276,0.2007,0.298,0.2952,0.705,0.1031,0.562,1.1356,0.3493,0.5947,0.155,0.1852,0.1734,0.4808,0.2672,0.3319,0.1344,0.1118
"2122",0.5027,0.319,0.4427,0.2893,0.22,0.1616,0.3539,0.4031,0.141,0.2458,0.1455,0.2124,0.3505,0.0349,0.1423,0.0902,0.0833,0.091,0.0912,0.09,0.0659,0.1159,0.0596,0.3349,0.2272,0.3091,0.2472,0.4169,0.5153,0.2727,0.5622,0.2076,1.4482,0.3238,0.1999,0.1949,0.7577,0.2833,0.1764,0.105,0.124,0.1272,0.1581,0.2431,0.2007,0.1481,0.3557,0.1782,0.1496,0.2317,0.1161,0.1652,0.3436,0.3004,0.5794,0.3492,0.2823,0.1685,0.3013,0.3669,0.6094,0.2271,0.375,0.1156
"2123",0.805,1.2953,1.0136,1.0545,0.3392,0.3779,0.4512,0.97,0.513,0.4277,0.3307,0.4274,0.7475,1.0044,0.3332,0.8027,0.4952,1.1533,1.045,0.9126,1.5658,1.3099,1.4431,0.3476,0.3453,0.6142,0.8684,0.4822,0.4245,1.5784,0.4823,1.0748,0.7093,0.5416,0.6723,0.4571,0.3348,0.9801,0.9778,0.5187,0.5309,0.8254,0.4398,0.3606,1.202,1.9128,0.6579,1.2071,0.9228,1.6198,1.9396,1.5134,0.5966,1.8679,0.8815,0.9321,0.833,0.2402,0.7846,1.5599,0.6144,1.8922,1.7599,0.2613
"2124",0.4399,1.0784,1.0241,0.9342,0.2085,0.609,0.5594,1.2385,0.8867,0.2854,0.5147,0.6334,0.6221,0.567,0.3823,0.4738,0.7088,0.2685,0.245,0.3144,0.6709,0.4555,0.2376,0.2924,0.4098,0.2118,0.5054,0.3038,0.5132,1.3253,0.6063,0.4833,0.2493,0.2578,0.2045,0.058,0.0837,0.2887,0.3652,0.148,0.1531,0.173,0.1516,0.1396,0.6075,0.3742,0.1067,0.2202,0.335,0.435,2.4315,0.3004,0.4255,0.6985,0.3935,0.6797,0.2367,0.1075,0.3255,0.5944,0.7261,1.056,0.5253,0.1511
"2125",0.3894,0.7529,0.2581,0.2197,0.3677,0.36,0.3118,0.5164,0.581,0.2761,0.2171,0.1355,0.5628,0.0889,0.8555,0.5053,0.5349,0.2363,0.2224,0.226,0.5465,0.18,0.0922,0.5214,0.5102,0.5769,0.2211,0.7343,0.5453,0.6786,0.6935,0.3087,0.8854,0.7973,0.7395,0.4078,0.9301,1.1941,0.2562,0.7082,0.5289,0.6886,0.1989,0.7071,0.3459,0.0599,0.2984,0.5454,0.842,0.2966,0.3213,0.1639,0.4162,0.7941,0.5289,0.7383,0.659,0.5206,0.2537,0.4678,0.4216,0.762,0.3614,0.0785
"2126",0.4605,0.3531,0.2456,0.3672,0.7115,0.5946,0.3938,0.3854,0.321,0.4687,0.2767,0.2731,0.2505,0.0939,0.2159,0.277,0.818,0.0792,0.0739,0.2169,0.0638,0.0455,0.0673,0.1944,0.1446,0.1124,0.1733,0.2232,0.2242,0.2697,0.1885,0.1989,0.6894,0.3169,0.0898,0.1846,0.5329,0.1041,0.1231,0.1603,0.0878,0.2386,0.1204,0.3592,0.2198,0.0441,0.0774,0.2047,0.3668,0.0762,0.2691,0.0076,0.3686,0.2535,0.4243,0.1653,0.2076,0.2627,0.3256,0.6894,0.5561,0.1429,0.1478,0.0864
"2127",0.7339,0.988,0.3495,0.3034,0.3344,0.9271,0.3044,0.4781,0.4705,0.4345,0.7659,0.3013,0.2586,0.2258,1.19,0.7965,1.0882,0.3335,0.2955,0.4525,0.2981,0.2222,0.2222,1.4124,1.1339,2.051,1.2561,2.1298,1.1487,1.9754,1.2806,0.7722,0.8151,0.3331,1.0083,1.325,2.0852,0.7334,0.454,1.2556,0.6405,0.7393,0.4704,0.583,0.3353,0.1096,0.5242,0.6503,0.6846,0.5072,0.8061,0.299,0.9732,0.5098,1.7737,0.3129,0.8352,0.5366,0.9615,0.6802,0.5056,0.2862,0.3808,0.7157
"2128",0.2787,0.2594,0.1997,0.2175,0.2677,0.2118,0.3409,0.1615,0.1528,0.1355,0.1122,0.1016,0.1658,0.0835,0.1076,0.1608,0.3604,0.145,0.1357,0.2963,0.0857,0.0968,0.0647,0.4026,0.4385,0.2507,0.2333,0.2286,0.1556,0.2061,0.2823,0.1965,0.2574,0.2024,0.2106,0.2933,0.4217,0.2713,0.3021,0.3112,0.1233,0.1334,0.5206,0.1505,0.2188,0.1155,0.1137,0.2948,0.1675,0.1349,0.2944,0.0435,0.4605,0.2472,0.2171,0.3093,0.1666,0.2201,0.1047,0.368,0.3566,0.2593,0.119,0.0845
"2129",0.3355,0.3236,0.38,0.2722,0.5336,0.3648,0.3281,0.5273,0.6984,0.3524,0.2681,0.2138,0.5057,0.2421,0.2219,0.2068,0.4688,0.1709,0.1526,0.2602,0.2287,0.3956,0.3106,0.545,0.4838,0.4901,0.6796,0.4328,0.2595,0.3826,0.3443,0.1786,0.2518,0.2231,0.3714,0.1981,0.6936,0.397,0.301,0.3028,0.2316,0.1787,0.5931,0.2703,0.4874,0.238,0.4535,0.4401,0.2561,0.3572,0.2373,0.1899,0.4211,0.4543,0.3935,0.5462,0.3925,0.4133,0.3251,0.4602,0.5979,0.5012,0.2226,0.0952
"2130",0.7937,0.9329,0.9072,1.2974,1.1061,0.8229,0.2605,0.9491,1.0156,0.228,0.3155,0.5138,0.8374,0.0379,0.3125,0.3804,0.8665,0.3904,0.3552,0.1898,1.3289,0.2644,0.1236,0.3346,0.4604,0.3119,0.1451,0.7587,0.289,0.6051,0.3729,0.4899,0.4935,0.4127,0.8332,0.5008,0.668,0.6164,0.2466,0.3166,0.344,0.4924,0.1669,0.411,0.4296,0.1589,0.3197,1.387,0.4393,0.4777,0.3629,0.5016,0.5324,1.526,0.6481,1.6181,0.7971,0.6219,0.512,0.4116,0.438,1.5489,0.4112,0.1299
"2131",0.1893,0.3283,0.1556,0.1955,0.3741,0.29,0.3741,0.2276,0.3221,0.6443,0.2106,0.1686,0.2982,0.1257,0.1414,0.1603,0.2355,0.1989,0.1809,0.2642,0.2298,0.1702,0.1761,0.9395,0.5935,0.3787,0.1996,0.3695,0.3085,0.2665,0.4858,0.1435,0.2408,0.2342,0.1646,0.1743,0.1485,0.2378,0.2928,0.2427,0.183,0.1036,0.0512,0.463,0.4425,0.1681,0.1672,0.582,0.2007,0.3032,0.3312,0.2534,0.3054,0.2016,0.1656,0.1932,0.3101,0.2014,0.1648,0.3117,0.8025,0.1486,0.1652,0.2056
"2132",0.1222,0.2821,0.2536,0.4775,1.4653,0.0855,0.4299,0.2213,0.1385,0.3385,0.0823,0.1122,1.1203,0.0811,0.0639,0.0408,0.3355,0.0903,0.0825,0.1261,0.0644,0.0442,0.044,0.0793,0.0403,0.054,0.0545,0.192,0.0879,0.1423,0.0888,0.281,0.3041,0.21,0.5018,1.2736,0.1389,0.2922,0.5428,0.8911,0.3316,0.5615,1.2023,0.3587,0.211,0.0524,0.1219,0.5926,0.2476,0.2431,0.163,0.4176,0.0964,0.132,0.45,0.2527,0.3775,0.165,0.387,0.2969,0.6359,0.8065,1.085,0.2074
"2133",0.1972,0.4443,0.2338,0.2869,0.1677,0.1063,0.3454,0.1996,0.1103,0.1162,0.2389,0.1678,0.2942,0.1641,0.2432,0.2629,0.1773,0.2147,0.2025,0.1339,0.1516,0.3235,0.2434,0.5369,0.2391,0.3998,0.2753,0.2255,0.2422,0.1737,0.8214,0.6185,0.2961,0.2811,0.1503,0.0873,0.1024,0.1892,0.1068,0.2391,0.1476,0.202,0.1599,0.0251,0.4018,0.1998,0.3229,0.1937,0.4038,0.3366,0.4971,0.1579,0.4542,0.3485,0.221,0.2788,0.0549,0.074,0.0821,0.4097,0.2529,0.3052,0.1445,0.185
"2134",1.1383,0.5162,0.9126,1.2148,0.1569,0.1584,0.2987,0.2865,0.4394,0.3641,0.1867,0.1945,0.3413,0.1864,0.3981,0.4248,0.39,0.344,0.3133,0.2866,0.257,0.4213,0.2288,0.0991,0.1188,0.0518,0.0511,0.3246,0.1561,0.1098,0.271,0.468,0.6146,1.3087,0.5188,0.5046,0.3271,0.2342,0.1312,0.4185,0.0125,0.1301,0.5675,1.3573,0.3336,0.326,0.152,0.234,1.9601,0.3022,0.3585,0.2998,0.3102,1.3249,0.2253,0.8061,0.2206,0.087,0.2156,0.6456,0.2653,0.2364,0.2162,0.1949
